step,seed4,seed3,seed2,seed1,seed0
2520000,933.175109863281,767.517272949219,272.148132324219,694.703186035156,934.407043457031
2560000,943.161010742188,686.093933105469,267.90185546875,837.685852050781,940.879089355469
2600000,938.56396484375,750.780822753906,274.352233886719,866.77880859375,958.591918945313
2640000,900.096313476563,772.934448242188,265.595062255859,802.186096191406,944.399230957031
2680000,922.508911132812,768.253234863281,287.625427246094,868.044250488281,963.281127929688
2720000,960.361206054687,694.318115234375,271.500396728516,846.192565917969,924.587585449219
2760000,951.207153320313,736.855590820313,277.194030761719,726.594421386719,873.417114257813
2800000,902.3388671875,713.210327148438,285.938415527344,717.763916015625,940.331726074219
2840000,949.192016601563,827.02880859375,271.833801269531,827.421020507813,925.546508789063
2880000,929.292358398438,813.205932617188,269.929260253906,878.464233398437,964.68994140625
2920000,943.933471679688,836.16455078125,271.690002441406,814.902465820313,930.455444335938
2960000,908.256652832031,769.281982421875,267.192840576172,818.400451660156,962.695617675781
3000000,934.878295898437,824.956726074219,267.116455078125,628.943298339844,937.472473144531
